12,31,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,30,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,29,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,28,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,27,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,26,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,25,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,24,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,23,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,22,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,21,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,20,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,19,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,18,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,17,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,16,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,15,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,14,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,13,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,12,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,11,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,10,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,09,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,08,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,07,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,06,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,05,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,04,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,03,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,02,2019,,,,,,,,,,,,,,,,,,,,,,,,
12,01,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,30,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,29,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,28,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,27,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,26,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,25,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,24,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,23,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,22,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,21,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,20,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,19,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,18,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,17,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,16,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,15,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,14,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,13,2019,,,,,,,,,,,,,,,,,,,,,,,,
11,12,2019,,,,,,,,,,,,,,,,,,,,,,,,
